"mixed gull flock off",1
"mixed gull flock on",2
"mixed gull flock on sand bank",1
"mixed gulls",1
"mixed gulls mainly Common Black-headed",1
"mixed gulls off",1
"mixed gulls with very little else",2
"mixed hirundines",1
"mixed terns off",2
"mixed waders off",1
"months",1
"more around Hilbre",1
"more at Cubbin's Green",1
"more flying towards Heswall from Thurstaston hill",1
"more heard",1
"more on Meols Common",1
"more on pontoon on Marine Lake",1
"more or possibly the same? along Park Lane also",1
"more over nearby football field*first of spring*",1
"more present",1
"more seen flying",1
"more terns just arrived",1
"morebetween Parkgate Neston",1
"moulting",2
"moving north early morning",1
"n Bird Rock",1
"nd Summer",1
"nd W",1
"nd W  an",1
"nd feeding on Rowan berries",1
"nd record forthe reserve",1
"nd sum",12
"nd sum in playing fields plus",1
"nd sum on sand bank with",1
"nd sum on water off",1
"nd sum with a large gull roost building as tidecame in including",1
"nd sum/pl off",1
"nd summer",24
"nd summer after high tide",1
"nd summer in roost",1
"nd summer just south of Dee SailingClub Causeway before high tide",1
"nd summer with",1
"nd win",10
"nd win - in field next to",1
"nd win on",1
"nd win with yellow ring",1
"nd winin flooded field behind Hilbre College",1
"nd winter",10
"nd winter at Marine Lake",1
"nd winter flying south past",1
"nd winter off",1
"nd winter showing well on 'dips'",1
"nd year",2
"nd year - field next to",1
"nd year among a",1
"nd year at nearby Harrison Drive",1
"nd year on Marine Lake",1
"nd year this morning - in flooded field opposite",1
"nd yr on",1
"nd/",1
"nds",1
"near",6
"near Boathouse pub a party of three further out which flew upand flew towards the Dee Bridge",1
"near Caldy Grammar School",2
"near Denhall Quay and",1
"near Pentre Halkyn",1
"near Saughall turn off",1
"near duckpond",1
"near the car park",1
"nearby",1
"nearly in breeding plumage",1
"nests",1
"newly hatched",1
"next to A",1
"noon",3
"north",1
"north end",1
"north of",2
"north of Gilroy Nature Park in field full of cattle east of track to Hoylake present all day also",1
"north of Shotton Paper",1
"north of Tinker's Dell steps at",1
"now available",1
"of beach",1
"of the Godwits were colour ringed",1
"of the former",1
"of the latter in two hours",1
"of these flew into West Kirby Shore",1
"of these flew to Bird rock Red Rocks",1
"of which seemed to be fighting",1
"off",5
"off Burton Point",2
"off Denhall Quay",1
"off Donkey Stand Flash",1
"off HeswallFields NT",1
"off Hilbre in Sep",1
"off Little Eye",1
"off Middle Eye",1
"off Old Baths",1
"off Park Lane",1
"off Target Rd",1
"off boatyard",1
"off east side at high tide",1
"off north end of golf course",1
"offBoathouse Flash",1
"offshore",2
"on Bevyl Road Flash giving good views",1
"on Cop Hole at SJ",1
"on Donkey Stand Flash",1
"on Donkey Stand Flash another  on BevylRoad Flash",1
"on DonkeyStand Flash",1
"on Hilbreand",1
"on Little Eye",3
"on Marine Lake",1
"on Middle Eye",1
"on Oakenholt Marsh",1
"on West Hoyle Bank",1
"on beach",1
"on centenary pool",1
"on duck pond",1
"on embankment",1
"on garden pond next to",1
"on groyne",2
"on lake",1
"on main island",1
"on main scrape",1
"on marsh off",1
"on one fence along Denhall Lane up to Harp Inn",1
"on playing field - Greenbank Road",1
"on pond by Station",1
"on pool off Marsh Cat Restaurant",1
"on sea",2
"on sea around Little Eye",1
"on sea further west",1
"on the Boating lake",1
"on the Marine Lake",1
"on the ebbing tidealso",1
"on the estuary",1
"on the horizon anhour before high tide also",1
"on the island earlier also",1
"on the marsh",1
"on the sea",2
"onMeols common",1
"one of whichwas",1
"one ring tail",1
"one with green wing tags",1
"opposite Cafe end of Pasture Road the other infield by Links View Garage",1
"other gulls mainly Herring",1
"out on Dawpool Bank",1
"out to sea",3
"over a much disturbed beach at high tide",1
"over fields at",1
"over four hours",1
"over high tide",1
"over marsh which flushed",1
"over roost site",1
"pairs",12
"pairs between Derby Pool Wallasey GC and",1
"pairs displaying close to island",1
"pairs in garden",1
"pairs several other distant harriers",1
"pairs so far",1
"pairs south of",1
"pairs with some nice interaction between them",1
"pairson the sea",1
"pale",6
"pale  heading west",1
"pale bellied",4
"pale bellied Brent Geese",2
"pale form",1
"pale phase",1
"pale- bellied",2
"pale-bellied",59
"pale-bellied Brent Geese",32
"pale-bellied Brent Geese and",1
"pale-bellied Brent Geese feeding on tide edge",1
"pale-bellied Brent Geese flew from",1
"pale-bellied Brent Geese on Bird Rock",1
"pale-bellied Brent Geese record high for island",1
"pale-bellied Brent Geese which flew in from Hilbre",1
"pale-bellied Brent Geese which was with the 'pinkfoots' then joined the other two Brents at the north end of Hilbre read more and see photos at",1
"pale-bellied Brent seen later on",1
"pale-bellied BrentGeese",1
"pale-bellied Brents are greatly exaggerated as confirmed by Hilbre bird recorder",1
"pale-bellied one colour ringed",1
"partial s/pl",1
"past at",1
"people attended notenext high tide event will be during the Wirral Wader Festival on Oct",1
"per hour",1
"perched on its own",1
"perched together",1
"petrels probably Leach's",1
"plus",3
"plus loads of terns",1
"pm",179
"pm "",1
"pm - opposite",1
"pm Station Road",1
"pm a remarkable day for more details see",1
"pm about",1
"pm again at",2
"pm along blackthorn hedge on top of cliff on east side also",1
"pm also",22
"pm also a good wader roost at high tide including",1
"pm also at least",1
"pm an hourlater past the Old Baths",1
"pm another",1
"pm at",2
"pm before I could check for rings or count the",1
"pm between",1
"pm but elusive also",1
"pm but elusive north end of reed bed view from boardwalk",1
"pm but flew off",1
"pm but flushed by farmer",1
"pm but maystill be in area",1
"pm but no sign at",1
"pm but not seen from Hilbre",1
"pm but not since also",1
"pm by duck pond over high tide",1
"pm difficult to see in a NW gale with sand blowingeverywhere",1
"pm flew high circling towards NW also",1
"pm flew towards OldBaths car park",1
"pm flying over",1
"pm flying over Burton from Mersey/FrodshamMarsh to",1
"pm heading north a fantastic sight Several skeins also seen over West Kirby Greasby etc",1
"pm heading north over China Plate farm and",1
"pm heading towards Thurstaston",1
"pm hide open until",1
"pm if you have lost your spectacles there send me an email",1
"pm in sycamore tree on Blackhorse Hill briefly before flying offnorth",1
"pm just douth of Manor Road",1
"pm later reported from reception hide at Burton Mere Wetlands",1
"pm may have flown off",1
"pm no further details",1
"pm no sign at",1
"pm north end of reed bed view from boardwalk",1
"pm off",1
"pm out of sight but thought to be still present in area also",1
"pm passing along the tide line also at",1
"pm plus",2
"pm presumably same bird then seen over Northop",1
"pm reserve staying open late",1
"pm same ones as Little Eye??",1
"pm seen well description supplied",1
"pm seentwice in flight",1
"pm showing well",1
"pm still present",1
"pm then again after",1
"pm then flew W",1
"pm then flew inland over Net's Cafe",1
"pm then flew off towards Dee SC",1
"pm then flew towards",1
"pm then flew towards Grange Road",1
"pm then flew west also",1
"pm then moved to mainscrape",1
"pm thisevening",1
"pm together with",1
"pm until dark also",1
"pm when",1
"pm when it flew towardstide line also",1
"pm when they flew off also",1
"pm when they flew off but still plenty of berries also",1
"pm yesterday",1
"pmalso",1
"pmand",2
"pmbelieved still to be in the area but not yet relocated",1
"pmover damp fields Shotwick Lake direction",1
"pmthen flew back towards Newton",1
"pmwith",1
"pool also seen in ditch between No",1
"pool borderpool",1
"poss",19
"possibly",15
"possibly as many as",2
"pr by",1
"pr+",1
"present for the whole estuary December",1
"present this morning",1
"previous high and",1
"previous record was",1
"prob",8
"prob Greenland race",1
"probable",5
"probable 'channel' Wagtail Yellow x Blue-headed",1
"probable PACIFIC SWIFT over",1
"probably",6
"putting on a great display early evening",1
"qSJI",1
"quite close in",1
"rd May just been reported:",1
"rd provided by",1
"rd summer",1
"rd winter",3
"rd winter off Old Quay pub",1
"rd winter on beach",1
"rd year",2
"rd year on sandbank off",1
"rd/",1
"reception pool",1
"recorded also",1
"recorded overnight",1
"reeling",1
"reported along",1
"reported lateafternoon",1
"returning",1
"returning to",1
"ring tail",2
"ring tail &",1
"ringed",2
"ringed including a lovely pale yellow leucistic bird",1
"ringed plus another",1
"ringed this morning",1
"ringed-plover",1
"roosted overnight",1
"roosting",5
"s/pl",11
"s/pl on the embankment by",1
"screening",1
"sea-anglers",1
"second calendar year",1
"second winter",1
"secondcalendar year  about",1
"see map/directions link on North Wirral page",1
"seen",2
"seen between",1
"seen briefly at",1
"seen coming out oftree",1
"seen flyingand",1
"seen from Hilbre flying over Dawpool Bank",1
"seen from West hide",1
"seen here on",1
"seen in field inland probably same birds",1
"seen mating plus another  hear calling atthe same time",1
"seen together",1
"seenat noon",1
"showing well at south end",1
"sightings in total",1
"sightings of them chasing terns gulls",1
"siskin at nearby Gilroy Nature Reserve",1
"siskin over",1
"skeins heading NE",1
"small",1
"smallskua",1
"smallwaders",1
"south Sheldrakes",1
"south end",1
"south end NT field",1
"south of Marine Lake",1
"south of Sheldrakes with sall finch flock",1
"south of Tinker's Dell",2
"south of Tinker'sDell",1
"south of tinker's Dell feeding on the beach at",1
"species of Egrets roosted this eveningalso",1
"species of duck - wow",1
"species of swan in adjacent fields - Black MuteBewick's Whooper",2
"species recorded at",1
"species seen on an early morning walk along",1
"species seen today from a sea-front garden at",1
"spectacular just before dusk coming to roost inreedbed",1
"splendid",1
"st Dec  flying over marsh by",1
"st Summer at Gilroy Pool",1
"st W",1
"st Winter - sighting confirmed",1
"st sum",15
"st sum    off",1
"st sum  off",2
"st sum also",1
"st sum/pl",1
"st sumand",1
"st summer",18
"st summer  Barbary Falcon",1
"st summer in gull roost",2
"st summer looking settled",1
"st summer off",1
"st summer plumage which is rarley seen in UK",1
"st w",1
"st win",22
"st win faded",1
"st win fem over",1
"st wint",1
"st winter",29
"st winter - Gilroy Nature Reserve",1
"st winter - north end of",1
"st winter also",1
"st winter at",1
"st winter before high tide",1
"st winter flew NE past car park",1
"st winter flew west past",1
"st winter in willows railway side of bridge",1
"st year",11
"st year  caught ringed",1
"st year bird",1
"st year colour ringed in Copenhagen in",1
"st year fem",2
"st year in the gull roost",1
"st yr bird seen from",1
"stayed for a month",1
"still at Leasowe",1
"still in summer plumage",1
"still there",1
"stretch of roadby",1
"strong",1
"strong followed by several small flocks - total",1
"stwinter on beach by Perch Rock at",2
"stwinter on pontoon on Marine Lake at",1
"sub",4
"sub-adult",7
"sub-adult  - s seen in air together",1
"sub-adult  came in to roost at",4
"sub-adult grey",1
"sub-adultgrey",1
"sub-adultmale",2
"sum plumage",1
"swans Bewick's Whooper Mute on",1
"terns mainly Common all somewhat distant",1
"ternsoffshore",1
"th - for more details see",1
"th April to",1
"th December",1
"th Jan",1
"th January - see",1
"th July seen for about",1
"th May",1
"th Nov",2
"th November",1
"th PLEASE could you send to me by",1
"th at West Kirby",1
"th at West Kirby on March",1
"th data kindly provided by the Hilbre Bird Observatory",1
"th followed by three on Nov",1
"th off Old Baths car park",1
"th on",2
"th on the Connah's Quay Reserve",1
"th was seen AND heard so is a confirmed record",1
"th was the highest for about",1
"th which is a nice confirmation that these are returning Icelandic breeding birds",1
"th winter",2
"th year in field opposite",1
"th's storm at West Kirby",1
"th:",1
"th? year",1
"thID has only just been confirmed see photo on",1
"the year",1
"then landing on the sand by",1
"there at",1
"there late evening",1
"there yesterday",1
"they were busy crabbing so mayhave missed one also",1
"this afternoon",1
"this afternoon at",1
"this morning",2
"this morning - Dawpool Nature Reserve",1
"this morning also",1
"today",2
"today seen briefly before disappearing into marsh alsoat least",1
"together in flight",1
"twite on marsh to east of",1
"very close in",1
"w - coming to bread in car park at end of Pasture Road near",1
"wader roost about",1
"waders",1
"waders at",3
"waders including",1
"waders on",1
"waders roosting at",1
"warbler species recorded in",1
"we had one on Nov",1
"weeks or so",1
"weeks too early Interestingly another possible seen over Wirral on March",1
"weeks?",1
"were at model boating lake",1
"were colour ringed",1
"were counted plus",1
"were counted when they all lifted above the horizon for a few minutes views from Point of Ayr must have been fantastic",1
"were identified also",1
"were in immaculate summer plumage one was in moult",1
"were in the air together when light was fading earlier",1
"were ringed",1
"were seen to return toBMW",1
"west of",1
"west of Derby Pool",1
"west of lighthouse",1
"when due north of Hilbre it turned NE headed towards Formby Point",1
"which dropped into reedbedoff Heswall GC late afternoon",1
"which flew between the islands",1
"which flew into the estuary",1
"which flew over",1
"which flew past RedRocks this evening",1
"which flew south",1
"which is highest count of winter",1
"which landed on",1
"which means our small flooded field has reached this number inseven out of the last nine years",1
"whichflew in from SE of estuary then flew inland",1
"whichflew to West Kirby Marine Lake",1
"wild Swans Bewick's or Whooper",1
"winter",1
"winter on grass by Marine Drive",2
"with a cockle stuck to it'sfoot",1
"with plenty more  yet to fledge",1
"with spoons",1
"yards",1
"yards - stunning",1
"yards N of Tinker's Dell steps",1
"yards S of Tinker's Dell steps over",1
"yards distance eating prey for about",1
"yards east of",1
"yards from Coastguard Station also",1
"yards from Coastguard Station at east end of promenade same place as yesterday - showing well all morning",1
"yards from north end in small grove of Oak trees still there at",1
"yards from the road at Decca Pools also",1
"yards south of",2
"yards south of Benty Farm",9
"yards south of Benty Farm also",1
"yards south of Caldy steps early afternoon then moved north ofsteps",1
"yards south of Nets Cafe at",1
"yards south of Nets Cafe thenflew back towards Station Road",1
"yards towards Parkgate from the lane also",1
"yards west of",2
"yds from prom this afternoon",1
"year anniversary of the founding of",1
"years",5
"years at this site",1
"years old this month",1
"years see",1
"years*",1
"yesterday",1
"yesterday which was first of the year",1
"yet tobe ringed also highlights for July",1
